ER5001,ER5002,ER5006,ER5013,ER5031,ER5032,ER6814,ER6993,ER72001,ER72002,ER72017,ER72024,ER72030,ER72031,ER76897,ER77448
6,1666,38,2,5,0,2,21800,1,1448,62,1,1,105000,2,112300
,,,,,,,,1,2698,39,2,8,0,2,50000
6,1699,61,4,1,35000,1,14733,,,,,,,,
6,218,37,1,1,9999999,1,60594,,,,,,,,
6,201,31,1,1,50000,1,33000,,,,,,,,
6,10098,67,1,1,80000,9,60201,,,,,,,,
6,979,75,3,1,115000,1,24675,,,,,,,,
6,980,44,1,1,115000,1,58700,,,,,,,,
,,,,,,,,1,576,65,3,1,160000,1,31236
6,3556,47,1,1,89000,1,55450,,,,,,,,
,,,,,,,,1,1114,45,1,1,252000,7,162012
,,,,,,,,1,774,44,1,1,225000,1,100000
6,981,79,3,5,0,1,10672,,,,,,,,
6,982,62,1,1,30000,2,95133,,,,,,,,
,,,,,,,,1,6640,61,5,5,0,2,20865
6,1378,29,1,5,0,2,11360,1,8198,53,1,1,25000,2,8400
6,9813,19,2,5,0,2,14832,1,8936,44,4,5,0,2,28900
,,,,,,,,1,6838,41,1,5,0,2,37300
,,,,,,,,1,6132,36,2,1,7000,2,25800
6,1377,33,1,1,28000,2,43325,,,,,,,,
,,,,,,,,1,9196,33,2,5,0,2,9274
,,,,,,,,1,688,69,4,5,0,2,49602
6,1669,47,1,5,0,9,47900,,,,,,,,
6,983,75,3,1,13000,1,8256,,,,,,,,
6,3557,45,1,1,65000,1,40600,,,,,,,,
,,,,,,,,1,2,40,1,1,275000,1,176650
6,2354,48,1,1,750000,1,345512,1,9395,73,1,1,9999997,1,1102750
6,6355,48,1,1,125000,1,20900,1,542,72,1,1,600000,1,62356
,,,,,,,,1,444,40,1,5,0,1,61500
,,,,,,,,1,434,38,1,1,400000,1,118010
6,5516,65,1,5,0,1,74680,,,,,,,,
6,6006,66,1,1,55000,1,239810,,,,,,,,
6,5609,44,1,1,225000,1,108402,1,4958,68,1,1,700000,7,105450
,,,,,,,,1,6260,61,4,5,0,1,19000
6,10046,46,1,1,16000,1,36001,,,,,,,,
6,5610,22,2,8,0,1,8999,1,8347,46,5,5,0,1,135000
,,,,,,,,1,5489,42,1,1,350000,1,137122
,,,,,,,,1,8639,30,5,5,0,1,29000
6,6007,43,1,1,55000,1,17961,,,,,,,,
,,,,,,,,1,4902,49,5,1,50000,1,105500
,,,,,,,,1,6145,29,4,5,0,1,81680
6,3307,25,2,5,0,1,12601,,,,,,,,
,,,,,,,,1,149,57,1,1,4000,1,72300
6,6369,34,1,1,100000,1,71181,1,4359,58,4,1,300000,1,33580
,,,,,,,,1,4281,35,4,8,0,1,52000
,,,,,,,,1,4428,31,1,1,120000,1,68672
6,2565,74,3,1,160000,1,26203,,,,,,,,
6,9854,88,3,5,0,1,7228,,,,,,,,
6,1851,68,1,1,25000,2,24990,,,,,,,,
6,3009,91,3,1,50000,1,7201,,,,,,,,
6,2459,62,2,1,1,1,13310,,,,,,,,
6,2810,54,3,1,40000,1,18131,1,3412,79,3,1,9999998,1,14061
6,1652,35,1,1,64000,1,53751,,,,,,,,
6,6403,27,2,5,0,1,25300,,,,,,,,
,,,,,,,,1,3085,29,1,1,60000,1,86510
6,3096,34,1,1,41000,1,44180,,,,,,,,
6,3738,35,4,1,58000,1,36303,,,,,,,,
6,1380,53,1,1,90000,1,64955,1,4855,77,1,1,250000,1,67290
6,3010,26,1,1,60000,1,57501,1,6148,50,1,1,350000,1,175000
,,,,,,,,1,7958,26,2,5,0,1,57000
6,1379,31,1,1,178000,1,46701,,,,,,,,
6,1381,26,1,5,0,1,27611,,,,,,,,
,,,,,,,,1,9086,59,1,1,1033333,1,24000
6,3742,31,1,1,65000,1,68401,,,,,,,,
6,7465,29,2,5,0,1,33812,,,,,,,,
6,6463,26,1,1,80000,1,45000,,,,,,,,
6,1384,65,1,1,140000,1,73702,,,,,,,,
6,1385,42,2,5,0,1,23000,1,4596,66,2,1,31667,1,18730
,,,,,,,,1,5217,66,5,1,31667,1,29805
6,1383,39,2,1,75000,1,51902,1,5446,64,2,1,140000,1,110000
6,1382,32,4,5,0,1,38064,1,6486,56,4,1,70000,1,13000
,,,,,,,,1,8654,39,4,1,65000,1,63120
,,,,,,,,1,6656,33,1,1,100000,1,60100
,,,,,,,,1,8407,30,1,1,205000,1,88660
6,6068,46,1,5,0,1,33334,,,,,,,,
6,984,63,1,1,45000,1,48881,,,,,,,,
,,,,,,,,1,5978,29,2,5,0,1,6700
,,,,,,,,1,7299,32,1,1,200000,1,145000
6,661,50,1,1,48000,1,44302,,,,,,,,
,,,,,,,,1,2954,74,3,1,60000,1,38140
6,4586,31,1,5,0,1,24688,1,3027,55,1,1,81000,1,35204
6,2013,27,1,5,0,1,47427,1,3142,51,4,1,60000,1,26050
,,,,,,,,1,3071,49,1,1,132000,1,76400
,,,,,,,,1,3053,35,1,5,0,1,8000
,,,,,,,,1,3150,54,4,1,10000,1,30100
,,,,,,,,1,3304,37,4,5,0,1,21337
,,,,,,,,1,3318,36,2,1,100000,1,82730
,,,,,,,,1,3041,32,1,5,0,1,70000
6,1693,59,1,1,225000,1,40002,,,,,,,,
6,197,56,4,1,100000,1,59641,1,4832,81,4,8,0,1,15608
,,,,,,,,1,5890,59,4,5,0,1,10440
6,2302,34,1,1,100000,1,67940,,,,,,,,
,,,,,,,,1,8830,54,2,1,150000,1,96200
,,,,,,,,1,5639,49,4,1,375000,1,38288
6,2556,34,1,1,115000,1,50593,,,,,,,,
,,,,,,,,1,6057,57,4,1,200000,1,50000
6,3400,38,2,5,0,2,48501,,,,,,,,
,,,,,,,,1,5916,30,1,5,0,1,152500
6,985,88,3,8,0,1,12960,,,,,,,,
6,987,40,1,1,80000,1,97903,1,7072,65,1,1,130000,1,155100
6,986,41,1,1,190000,1,58615,1,5123,65,1,1,550000,1,585105
,,,,,,,,1,9396,34,1,1,345000,1,150012
,,,,,,,,1,5971,31,1,1,275000,1,190050
6,1915,48,4,5,0,1,23534,1,445,72,4,1,375000,1,21650
6,1916,26,2,5,0,1,27575,,,,,,,,
6,1386,50,4,5,0,1,3700,,,,,,,,
,,,,,,,,1,547,50,1,5,0,1,125900
6,3952,50,1,1,170000,1,102001,1,255,74,1,1,600000,1,108500
6,7816,26,5,5,0,1,41600,1,630,50,4,5,0,1,157000
,,,,,,,,1,175,45,1,1,550000,1,202010
,,,,,,,,1,847,26,2,5,0,1,45000
6,2159,74,1,1,90000,1,139506,,,,,,,,
6,1387,46,4,1,90000,1,32226,,,,,,,,
6,2460,43,4,1,185000,1,40011,1,7121,67,4,5,0,1,51000
6,2717,43,1,1,90000,1,63316,1,6870,67,1,1,250000,1,71310
6,3358,39,1,1,175000,1,105035,1,6213,63,4,1,750000,1,379120
6,1388,24,2,5,0,1,22720,1,8973,49,4,5,0,1,26060
,,,,,,,,1,5991,44,1,1,400000,1,180010
,,,,,,,,1,8754,41,1,1,275000,1,153000
,,,,,,,,1,7562,35,2,5,0,1,55550
,,,,,,,,1,7216,33,2,5,0,1,46502
,,,,,,,,1,8207,28,1,5,0,1,226600
6,3558,36,4,5,0,1,22404,,,,,,,,
6,3011,45,1,1,200000,1,148174,1,7632,70,1,1,435000,1,205846
6,2718,42,1,1,175000,1,531870,,,,,,,,
,,,,,,,,1,6316,68,1,1,192000,1,74611
,,,,,,,,1,6752,34,1,1,600000,1,150100
,,,,,,,,1,5157,35,1,1,550000,1,758920
,,,,,,,,1,6535,36,2,1,150000,1,170000
6,1389,57,1,1,28000,1,19280,1,4682,81,1,1,40000,1,24580
6,2160,37,1,5,0,1,30901,,,,,,,,
6,2161,35,1,1,58000,1,62651,,,,,,,,
,,,,,,,,1,9454,39,5,5,0,1,700
,,,,,,,,1,4964,34,1,5,0,1,112000
,,,,,,,,1,5566,25,5,8,0,1,20950
,,,,,,,,1,6421,24,4,5,0,1,159000
,,,,,,,,1,9535,21,2,8,0,1,3500
,,,,,,,,1,9448,61,4,5,0,1,33364
6,1390,30,4,5,0,1,21001,1,6885,56,4,1,55000,1,35456
6,1391,20,1,5,0,1,13139,,,,,,,,
,,,,,,,,1,9186,33,4,1,135000,1,15500
,,,,,,,,1,8661,34,1,1,500000,1,101000
,,,,,,,,1,5462,36,1,1,300000,1,210300
,,,,,,,,1,7136,29,4,8,0,1,13145
,,,,,,,,1,8556,78,4,1,65000,1,23584
6,207,64,1,1,80000,1,77107,,,,,,,,
6,8520,43,1,1,10000,1,39166,1,1100,67,4,1,43000,1,19248
6,2308,46,1,1,72000,1,47200,1,108,70,1,1,260000,1,162400
6,2461,57,1,1,5000,1,51581,,,,,,,,
6,3359,32,1,1,12000,1,52000,,,,,,,,
,,,,,,,,1,3754,34,1,1,400000,1,177000
,,,,,,,,1,3828,24,1,5,0,1,39200
6,1392,33,1,1,75000,1,65601,,,,,,,,
6,7428,29,1,1,14000,1,40376,1,3758,54,1,1,130000,1,109000
,,,,,,,,1,3784,57,1,1,325000,1,142000
,,,,,,,,1,3671,30,1,1,145000,1,102100
6,6032,60,1,1,105000,1,53345,,,,,,,,
,,,,,,,,1,2824,77,3,1,240000,1,23000
6,1393,52,4,1,150000,1,52161,,,,,,,,
6,1394,82,1,5,0,1,16956,,,,,,,,
6,988,75,3,1,100000,1,25195,,,,,,,,
,,,,,,,,1,2419,72,1,1,440000,1,12100
,,,,,,,,1,1737,38,4,5,0,7,62000
6,5542,50,1,1,215000,1,135104,,,,,,,,
6,1817,69,1,1,250000,1,124724,,,,,,,,
,,,,,,,,1,1250,61,2,8,0,1,57014
,,,,,,,,1,1314,29,2,5,0,1,73500
6,379,40,1,1,225000,1,80749,1,998,65,1,1,565000,1,202276
,,,,,,,,1,887,38,1,1,130000,1,90000
6,1395,47,4,1,200000,1,1351,1,482,71,1,1,500000,1,178050
6,7120,53,4,5,0,7,23501,,,,,,,,
6,4626,68,1,1,140000,1,296206,,,,,,,,
6,3559,71,4,1,143000,1,41003,,,,,,,,
6,3242,40,1,1,199000,1,62450,1,3519,64,1,5,0,1,97300
6,7300,37,5,1,185000,1,60999,1,3740,61,4,5,0,1,29000
,,,,,,,,1,3759,27,2,5,0,1,25000
,,,,,,,,1,3574,34,1,1,268000,1,104041
6,382,49,1,1,65000,1,48720,1,1547,73,1,1,120000,1,37300
,,,,,,,,1,1711,47,1,1,135000,1,110000
,,,,,,,,1,2444,40,2,5,0,1,20000
6,380,25,1,5,0,1,41299,,,,,,,,
6,8159,22,1,8,0,7,21999,,,,,,,,
6,572,61,1,1,132000,1,31771,,,,,,,,
6,3181,42,1,1,200000,1,51483,1,5536,66,1,1,350000,1,85646
,,,,,,,,1,8034,36,1,1,650000,1,121000
,,,,,,,,1,8018,34,1,1,525000,1,107100
,,,,,,,,1,6441,32,1,5,0,1,201066
6,2638,43,1,1,146000,1,46000,1,9537,67,1,1,236000,1,76516
,,,,,,,,1,2752,97,3,5,0,1,19290
6,4203,37,1,1,165000,1,86102,1,2751,62,1,1,150000,1,209100
,,,,,,,,1,1736,29,1,5,0,1,58000
6,608,53,1,1,40000,1,32518,1,5700,78,1,1,70000,1,31490
6,609,28,1,1,14000,1,32765,1,5054,53,5,1,32000,1,72300
,,,,,,,,1,6733,32,1,1,175000,1,69000
,,,,,,,,1,7276,24,2,1,85000,1,72500
6,1963,30,1,1,5000,1,35000,,,,,,,,
6,3189,33,1,1,60000,1,38500,1,6866,57,1,1,257000,1,21960
6,3876,54,1,5,0,1,54840,,,,,,,,
,,,,,,,,1,4696,49,5,1,48000,1,46805
6,1396,44,3,5,0,2,3336,,,,,,,,
6,2719,27,2,5,0,2,25598,1,2513,51,2,1,300000,2,78400
6,2462,25,2,5,0,2,3336,1,2104,49,2,5,0,2,21864
,,,,,,,,1,1899,36,2,5,0,2,72906
,,,,,,,,1,1544,34,2,1,265000,2,105000
,,,,,,,,1,1757,31,2,5,0,2,29000
,,,,,,,,1,1836,32,2,8,0,2,2400
6,1987,67,1,1,80000,1,33902,,,,,,,,
6,450,72,3,5,0,1,12844,,,,,,,,
6,455,45,1,1,95000,1,68001,1,4189,70,1,1,355000,1,103400
6,453,49,1,1,80000,1,82962,1,3923,74,3,1,270000,1,159779
,,,,,,,,1,4009,43,1,1,525000,1,387200
,,,,,,,,1,4370,41,4,1,280000,1,79847
6,7796,22,1,5,0,1,25500,,,,,,,,
,,,,,,,,1,4309,24,1,5,0,1,35000
6,989,60,1,1,57000,1,48101,,,,,,,,
,,,,,,,,1,1825,30,2,5,0,1,42136
6,9983,33,1,1,47000,1,50000,,,,,,,,
6,7002,32,1,1,74000,2,60021,1,2452,56,1,1,130000,2,101800
6,3431,45,5,1,90000,2,98212,1,7788,69,4,1,160000,2,30501
6,10163,44,4,5,0,2,45000,1,8751,68,4,1,60000,2,70200
6,4201,30,2,8,0,2,7986,,,,,,,,
6,596,26,2,1,32000,2,23599,,,,,,,,
,,,,,,,,1,7870,48,4,1,300000,2,90278
,,,,,,,,1,8941,35,4,5,0,2,75050
,,,,,,,,1,5550,52,4,1,185000,2,67300
,,,,,,,,1,7596,60,1,5,0,2,16900
,,,,,,,,1,8604,31,1,5,0,2,62600
,,,,,,,,1,7515,37,2,5,0,2,5714
,,,,,,,,1,8444,22,1,5,0,2,38867
6,8840,66,1,1,160000,1,31686,1,3649,90,1,1,100000,1,29448
,,,,,,,,1,3618,60,4,1,45000,1,36000
,,,,,,,,1,3673,40,1,5,0,1,131900
,,,,,,,,1,3581,40,2,5,0,1,63012
,,,,,,,,1,3797,38,1,5,0,1,77100
,,,,,,,,1,3623,33,1,1,300000,1,90683
,,,,,,,,1,3795,29,4,1,425000,1,130002
6,2463,39,1,5,0,1,37004,,,,,,,,
6,2464,36,1,5,0,1,65046,1,3589,61,1,1,320000,1,104760
6,2465,33,1,5,0,1,54762,,,,,,,,
,,,,,,,,1,3617,35,1,1,330000,1,100000
,,,,,,,,1,3825,38,1,1,88000,1,68500
,,,,,,,,1,3609,52,1,1,75000,1,31000
,,,,,,,,1,3687,34,2,1,285000,1,117000
6,1976,68,1,1,65000,1,39343,,,,,,,,
6,1978,72,4,5,0,1,8081,,,,,,,,
6,2383,45,1,1,77000,1,91661,,,,,,,,
6,2382,40,1,1,55000,1,87687,1,6339,64,4,1,250000,1,170920
6,634,35,1,1,120000,1,119003,,,,,,,,
6,3882,47,1,1,100000,1,59625,1,8933,71,4,1,600000,1,154200
,,,,,,,,1,8472,46,1,1,365000,1,211000
6,4209,43,5,5,0,1,88241,,,,,,,,
,,,,,,,,1,6263,29,1,1,290000,1,63104
,,,,,,,,1,8726,46,4,5,0,1,80400
6,3953,49,1,1,160000,1,42910,1,845,73,1,1,400000,1,43418
6,148,62,1,1,150000,1,32723,,,,,,,,
6,145,53,3,1,47000,1,44836,,,,,,,,
6,2544,31,4,5,0,1,15600,,,,,,,,
6,155,47,1,1,140000,1,74132,1,5122,72,1,1,300000,1,91600
,,,,,,,,1,5458,45,1,5,0,1,113700
6,990,70,1,1,150000,1,49101,,,,,,,,
,,,,,,,,1,2538,90,3,5,0,1,32916
6,1397,92,3,5,0,1,5983,,,,,,,,
6,202,56,3,1,60000,2,54467,,,,,,,,
6,3124,39,2,5,0,2,7299,1,8120,63,2,8,0,2,11404
6,204,37,2,5,0,2,8919,1,5377,62,2,5,0,2,10712
,,,,,,,,1,7519,37,2,1,203000,2,40248
,,,,,,,,1,7938,22,2,5,0,2,35000
,,,,,,,,1,7762,38,1,1,160000,2,105200
6,215,41,5,5,0,2,32532,1,119,65,4,1,157000,2,73200
6,211,37,2,5,0,2,19200,,,,,,,,
6,216,48,4,1,65000,2,44063,1,298,72,4,1,170000,2,68502
6,7756,23,2,5,0,2,5311,,,,,,,,
,,,,,,,,1,191,39,2,5,0,2,28000
,,,,,,,,1,207,34,1,1,9999999,2,0
6,2658,73,3,5,0,1,30213,,,,,,,,
6,991,49,1,1,95000,1,67801,1,531,74,1,1,145000,1,47600
6,4627,25,4,5,0,1,18400,,,,,,,,
6,8014,51,1,1,85000,1,62600,,,,,,,,
6,7042,71,3,1,2300,1,5000,,,,,,,,
6,7041,53,1,1,3000,1,4499,,,,,,,,
6,8262,38,4,5,0,1,11871,,,,,,,,
6,992,49,1,1,10000,1,10900,,,,,,,,
6,1398,27,1,8,0,1,12499,1,3852,51,4,1,230000,1,28000
6,993,23,2,5,0,1,299,,,,,,,,
,,,,,,,,1,3558,31,1,1,105000,1,108100
6,2873,58,4,1,40000,2,19000,,,,,,,,
6,10348,32,2,5,0,2,50000,,,,,,,,
6,3168,28,1,5,0,2,42000,,,,,,,,
,,,,,,,,1,8221,22,2,5,0,2,39216
,,,,,,,,1,4847,57,4,1,99000,2,46000
,,,,,,,,1,7911,30,2,5,0,2,50000
6,994,29,1,1,120000,1,31227,,,,,,,,
,,,,,,,,1,9340,32,1,1,115000,1,108877
6,996,56,1,1,250000,1,69774,1,9538,82,1,1,250000,1,71500
6,995,33,1,1,150000,1,49766,,,,,,,,
,,,,,,,,1,5810,30,2,1,240000,1,87183
6,997,47,1,1,145000,1,79502,,,,,,,,
,,,,,,,,1,8114,28,1,1,315000,1,119000
6,446,89,3,5,0,1,22049,,,,,,,,
6,998,83,1,1,75000,1,23074,,,,,,,,
6,1399,48,1,1,150000,1,75871,,,,,,,,
6,8633,58,1,5,0,1,52628,,,,,,,,
,,,,,,,,1,9542,48,1,8,0,1,127699
6,1400,84,3,1,9999998,1,6949,,,,,,,,
6,999,54,1,1,100000,1,58901,1,2282,79,1,1,225000,1,70253
6,2162,77,1,5,0,1,0,,,,,,,,
6,8156,69,1,1,130000,1,184807,,,,,,,,
,,,,,,,,1,8259,87,3,5,0,1,8550
6,6235,43,1,1,185000,1,71147,1,5076,67,3,1,445000,1,222781
6,7573,40,1,1,45000,1,21800,1,4988,64,1,1,110000,1,81500
,,,,,,,,1,9227,27,2,1,195000,1,98600
6,3318,65,1,1,135000,1,70591,,,,,,,,
,,,,,,,,1,5776,29,1,5,0,1,47408
6,1401,77,3,8,0,1,6582,,,,,,,,
6,1402,85,1,1,90000,1,21177,,,,,,,,
6,448,59,3,5,0,1,11856,,,,,,,,
6,451,40,2,1,57000,1,16560,1,683,64,2,1,69000,1,40788
6,2353,37,4,5,0,1,12000,1,1187,62,4,5,0,1,31707
6,3126,52,5,1,190000,1,17005,,,,,,,,
6,1712,48,4,1,500000,1,64903,1,858,72,4,1,1400000,1,32769
6,3360,54,1,1,40000,1,55000,,,,,,,,
6,2720,32,1,1,45000,5,24999,,,,,,,,
6,3361,33,1,5,0,1,50722,,,,,,,,
6,1973,59,1,1,40000,1,30720,,,,,,,,
6,447,75,1,1,60000,1,17790,,,,,,,,
6,1403,47,3,5,0,1,1856,,,,,,,,
6,1000,28,1,5,0,1,60500,1,2223,53,1,1,199000,1,90072
6,1404,26,1,5,0,1,17800,1,1579,50,4,1,130000,1,144580
,,,,,,,,1,1707,32,2,1,100000,1,50050
,,,,,,,,1,1722,27,2,5,0,1,63000
,,,,,,,,1,2307,50,4,1,20000,1,26200
6,732,65,1,1,35000,1,33915,,,,,,,,
6,5030,59,4,1,205000,1,38215,,,,,,,,
6,3954,37,4,1,80000,1,27451,1,9468,62,4,1,160000,1,14700
6,2466,35,1,1,110000,1,63201,,,,,,,,
,,,,,,,,1,5946,32,2,5,0,1,46000
,,,,,,,,1,7011,26,1,5,0,1,105000
,,,,,,,,1,4987,24,2,5,0,1,170025
,,,,,,,,1,6384,22,2,5,0,1,20000
6,3243,36,1,1,80000,1,36501,,,,,,,,
6,2164,62,1,1,130000,1,83660,,,,,,,,
6,2163,26,1,1,120000,1,77001,,,,,,,,
,,,,,,,,1,6942,28,2,5,0,1,79010
,,,,,,,,1,5366,26,2,5,0,1,48000
,,,,,,,,1,5116,47,1,1,315000,1,120400
6,607,61,4,1,50000,1,21096,,,,,,,,
6,3433,34,5,1,150000,1,125385,1,1115,58,4,1,400000,1,226660
,,,,,,,,1,194,55,2,1,9999999,1,5640
,,,,,,,,1,268,30,2,5,0,1,56000
,,,,,,,,1,813,28,1,1,125000,1,93600
6,2165,57,1,1,27000,2,28999,,,,,,,,
6,5276,63,1,1,55000,1,87002,,,,,,,,
6,2841,33,2,1,80000,1,37081,1,1793,57,1,1,164000,1,58626
6,1815,32,1,1,60000,1,25101,1,2546,56,1,1,410000,1,254969
6,3811,33,1,1,120000,1,54001,1,2415,57,1,1,300000,1,249450
6,4516,34,1,1,260000,1,74102,1,1388,58,1,1,500000,1,144000
6,1986,68,3,1,90000,1,36057,,,,,,,,
,,,,,,,,1,6403,69,3,1,150000,1,50680
6,1988,43,4,5,0,7,20432,,,,,,,,
6,1982,40,1,1,110000,1,42376,1,7464,64,4,1,60000,1,25500
6,2896,38,1,1,48000,1,24251,,,,,,,,
6,1984,47,1,1,150000,1,135456,1,6680,71,1,1,450000,1,80206
6,1991,24,1,1,83500,1,41002,,,,,,,,
,,,,,,,,1,8776,46,2,5,0,1,58394
,,,,,,,,1,7331,45,1,1,230000,1,113472
,,,,,,,,1,8238,37,4,1,168000,1,26300
,,,,,,,,1,7796,35,4,1,145000,1,109000
6,3330,47,1,1,75000,1,50962,,,,,,,,
,,,,,,,,1,5523,26,4,5,0,1,28098
,,,,,,,,1,8641,56,4,1,230000,1,53501
,,,,,,,,1,6684,36,1,1,125000,1,53250
,,,,,,,,1,8589,37,1,1,72000,2,54800
6,3362,56,1,1,140000,1,107503,1,126,80,3,1,260000,1,51336
6,3955,29,5,5,0,1,48520,,,,,,,,
6,4278,26,2,5,0,1,18499,,,,,,,,
,,,,,,,,1,301,50,1,5,0,1,117100
,,,,,,,,1,585,55,1,1,565000,1,143030
,,,,,,,,1,370,46,1,5,0,1,120944
6,340,66,1,1,90000,1,19430,,,,,,,,
,,,,,,,,1,4266,89,3,1,9999998,1,12000
,,,,,,,,1,4466,60,4,8,0,1,52000
,,,,,,,,1,4209,32,4,5,0,1,74052
,,,,,,,,1,4118,30,2,8,0,1,12000
,,,,,,,,1,4286,27,4,5,0,1,35000
,,,,,,,,1,4027,25,5,5,0,1,45000
6,341,35,1,1,65000,1,29553,1,4133,60,1,1,9999998,1,122527
6,347,36,1,1,108000,1,67792,1,4263,61,1,1,400000,1,119154
6,342,36,1,1,108000,1,66001,,,,,,,,
,,,,,,,,1,4361,30,4,1,185000,1,50000
,,,,,,,,1,4070,30,1,1,175000,1,55320
6,1001,72,3,1,100000,1,29201,,,,,,,,
6,1002,44,1,1,150000,1,69601,,,,,,,,
,,,,,,,,1,563,32,1,5,0,1,80120
,,,,,,,,1,389,41,1,1,275000,1,168550
6,387,57,4,1,50000,1,20200,1,4512,82,4,5,0,1,18881
6,385,33,1,5,0,1,85202,1,5390,58,1,1,1200000,1,374410
6,403,32,2,1,40000,1,18520,1,5189,57,2,1,90000,1,25501
,,,,,,,,1,6355,53,3,8,0,1,18000
6,391,31,1,5,0,1,55501,,,,,,,,
6,2721,66,3,5,0,1,9434,,,,,,,,
,,,,,,,,1,9402,48,4,5,0,1,0
6,2166,27,1,1,117000,1,55000,,,,,,,,
,,,,,,,,1,4977,27,2,1,103000,1,53080
6,650,57,4,5,0,1,64157,1,8241,82,1,1,290000,1,170000
,,,,,,,,1,6299,82,5,1,182000,1,22800
6,648,35,1,1,105000,1,60002,,,,,,,,
,,,,,,,,1,9028,38,5,1,450000,1,350000
,,,,,,,,1,9009,35,2,8,0,1,99750
,,,,,,,,1,8843,29,2,5,0,1,15300
6,1995,58,1,1,28000,1,16927,,,,,,,,
6,649,36,1,1,270000,1,116502,,,,,,,,
6,3195,42,4,1,23000,1,31400,,,,,,,,
,,,,,,,,1,7099,57,4,1,1200000,1,42100
6,1999,41,1,1,165000,1,135078,,,,,,,,
6,652,41,1,1,240000,1,66402,,,,,,,,
6,2002,25,1,5,0,1,20820,1,9397,50,1,1,115000,1,59851
,,,,,,,,1,5477,31,1,5,0,1,68000
6,1405,61,4,1,250000,1,52063,1,36,85,4,1,899000,1,50089
,,,,,,,,1,189,39,1,1,330000,1,252510
6,2168,40,1,1,150000,1,63357,,,,,,,,
6,2167,47,1,1,109000,1,96276,1,51,71,1,1,210000,1,124608
6,356,67,1,1,375000,1,175908,1,2599,91,3,1,425000,1,151800
6,1406,54,1,5,0,1,138103,1,4806,78,1,1,750000,1,166850
,,,,,,,,1,9339,43,1,1,900000,1,349020
6,359,49,1,1,325000,1,150004,1,2593,73,1,1,750000,1,265000
,,,,,,,,1,2552,43,1,1,420000,1,180516
,,,,,,,,1,2196,35,1,1,225000,1,140020
6,3806,44,1,1,375000,1,91252,,,,,,,,
,,,,,,,,1,2149,41,1,1,350000,1,175100
,,,,,,,,1,1698,51,4,1,550000,1,117200
,,,,,,,,1,2715,44,1,1,9999999,1,134852
,,,,,,,,1,1375,42,1,1,500000,1,287500
6,200,88,3,1,67000,1,79287,,,,,,,,
6,3123,67,1,1,72000,1,22429,,,,,,,,
6,1700,44,1,1,95000,1,89922,1,7902,68,1,8,0,1,37672
6,217,41,1,1,80000,1,72104,1,7814,66,1,1,200000,1,67218
,,,,,,,,1,9585,40,1,1,140000,1,137000
,,,,,,,,1,8319,25,1,1,150000,1,80000
6,1408,70,1,1,100000,1,18248,,,,,,,,
6,1407,43,1,1,187000,1,68501,1,5684,67,1,1,425000,1,273350
6,4279,41,4,8,0,1,11004,1,5098,65,4,5,0,1,9604
6,4280,47,1,1,25000,1,41000,1,5406,71,1,1,145000,1,62532
6,8368,22,4,5,0,1,47200,,,,,,,,
6,8486,19,2,5,0,1,17999,,,,,,,,
,,,,,,,,1,8607,37,1,1,200000,1,51933
,,,,,,,,1,8247,48,1,1,175000,1,173010
6,3560,45,4,5,0,1,5520,1,739,69,4,1,6000,1,23945
6,243,36,1,1,125000,1,76701,,,,,,,,
6,4931,83,3,1,85000,1,9282,,,,,,,,
6,4890,47,1,1,115000,1,29500,1,1192,71,1,1,150000,1,57500
6,8841,75,3,1,90000,1,18372,,,,,,,,
6,3012,47,4,1,120000,1,37201,1,5326,71,1,1,260000,1,44420
6,1003,39,4,5,0,1,5999,1,5391,64,4,5,0,1,12372
6,1004,20,2,8,0,1,3964,1,5344,45,2,1,800,1,360
,,,,,,,,1,9203,39,4,5,0,1,8000
,,,,,,,,1,6283,19,2,5,0,1,36005
6,2169,41,1,5,0,1,29712,,,,,,,,
,,,,,,,,1,5719,42,1,1,279000,1,83000
,,,,,,,,1,4881,48,1,1,340000,1,146704
6,1690,59,2,1,45000,1,2400,,,,,,,,
6,2722,62,1,1,90000,1,34629,,,,,,,,
6,3561,33,1,5,0,1,44171,1,4609,57,4,5,0,1,50
,,,,,,,,1,5467,38,1,1,250000,1,159000
,,,,,,,,1,8149,32,2,5,0,1,41500
6,4115,47,1,1,125000,1,79661,,,,,,,,
6,4505,36,1,1,96000,1,30000,1,8339,60,1,1,200000,1,39600
6,4116,34,1,5,0,1,33000,,,,,,,,
6,5498,45,5,5,0,1,67403,1,5254,69,1,1,100000,1,118444
,,,,,,,,1,8774,42,1,1,625000,1,438100
,,,,,,,,1,5069,41,2,5,0,1,26415
,,,,,,,,1,5617,40,4,1,600000,1,114000
,,,,,,,,1,6542,39,1,1,275000,1,185210
,,,,,,,,1,6238,37,2,8,0,1,128049
,,,,,,,,1,8707,23,2,5,0,1,40000
6,4732,44,5,1,200000,1,60951,,,,,,,,
6,9704,41,1,1,45000,1,48951,1,5771,65,1,1,65000,1,114300
6,1761,70,1,1,27000,1,27624,,,,,,,,
6,6211,45,1,1,38000,1,35499,,,,,,,,
,,,,,,,,1,7799,45,1,1,150000,1,88316
,,,,,,,,1,8329,37,1,1,130000,1,100100
,,,,,,,,1,5162,40,1,5,0,1,138016
,,,,,,,,1,5438,47,4,1,90000,1,80750
6,1409,60,3,1,30000,2,5580,,,,,,,,
