ER5001,ER5002,ER5006,ER5013,ER5031,ER5032,ER6814,ER6993,ER72001,ER72002,ER72017,ER72024,ER72030,ER72031,ER76897,ER77448
,,,,,,,,1,4205,59,1,1,250000,1,52990
,,,,,,,,1,4119,33,2,1,224000,1,80000
,,,,,,,,1,4429,32,1,5,0,1,60000
,,,,,,,,1,1270,71,1,1,140000,7,29688
,,,,,,,,1,2211,51,1,1,170000,7,40600
,,,,,,,,1,2856,20,2,8,0,1,35440
,,,,,,,,1,1125,47,1,1,200000,1,78000
,,,,,,,,1,7688,63,5,5,0,7,27696
,,,,,,,,1,6868,32,2,5,0,1,50500
,,,,,,,,1,8841,28,2,5,0,1,27000
,,,,,,,,1,8798,69,1,1,280000,1,23220
,,,,,,,,1,8937,37,2,5,0,1,22000
,,,,,,,,1,8242,36,1,8,0,7,116440
,,,,,,,,1,7617,29,1,5,0,7,90000
,,,,,,,,1,1305,70,1,1,70000,7,21200
,,,,,,,,1,1268,41,2,1,90000,1,133006
,,,,,,,,1,1129,29,1,5,0,7,22200
,,,,,,,,1,3624,55,1,8,0,1,59000
,,,,,,,,1,7220,55,1,8,0,1,44300
,,,,,,,,1,4611,38,4,5,0,1,51340
,,,,,,,,1,7038,26,1,5,0,7,29000
,,,,,,,,1,5051,24,5,5,0,1,26000
,,,,,,,,1,5079,19,2,5,0,1,10000
,,,,,,,,1,8093,42,1,1,190000,1,75000
,,,,,,,,1,6060,42,4,1,85000,1,98100
,,,,,,,,1,4813,24,1,5,0,1,53000
,,,,,,,,1,1178,56,1,1,350000,7,94600
,,,,,,,,1,980,33,2,5,0,9,70000
,,,,,,,,1,3237,73,5,1,9999998,1,5328
,,,,,,,,1,3211,44,2,1,200000,1,31600
,,,,,,,,1,3187,43,1,1,140000,1,86484
,,,,,,,,1,3213,40,4,1,9999998,1,38000
,,,,,,,,1,2921,19,2,5,0,1,5000
,,,,,,,,1,3392,18,2,5,0,1,3914
,,,,,,,,1,3264,36,4,5,0,1,692
,,,,,,,,1,2353,81,1,1,9999998,7,84840
,,,,,,,,1,1312,77,1,1,250000,1,31150
,,,,,,,,1,3728,62,1,1,500000,7,35000
,,,,,,,,1,3834,30,1,5,0,4,135100
,,,,,,,,1,4430,56,4,1,60000,7,8760
,,,,,,,,1,4181,33,1,5,0,1,12000
,,,,,,,,1,9106,55,4,1,420000,4,79000
,,,,,,,,1,1349,68,4,1,150000,1,47000
,,,,,,,,1,2894,61,3,5,0,1,14400
,,,,,,,,1,3342,45,5,1,40000,1,29580
,,,,,,,,1,5270,68,4,5,0,2,109454
,,,,,,,,1,2179,63,1,5,0,7,62400
,,,,,,,,1,2474,35,1,1,245000,7,115000
,,,,,,,,1,2508,30,2,5,0,1,64994
,,,,,,,,1,2204,57,1,1,280000,7,83000
,,,,,,,,1,2359,51,4,5,0,1,38132
,,,,,,,,1,2131,58,1,1,350000,1,88000
,,,,,,,,1,2476,44,1,5,0,1,103000
,,,,,,,,1,7311,66,1,5,0,1,49112
,,,,,,,,1,9279,61,4,8,0,1,26000
,,,,,,,,1,7501,40,1,1,550000,1,233000
,,,,,,,,1,9382,68,1,1,400000,1,59256
,,,,,,,,1,2193,75,4,5,0,1,14400
,,,,,,,,1,2276,40,2,5,0,1,23000
,,,,,,,,1,2032,66,1,1,99000,1,29000
,,,,,,,,1,2564,42,4,1,120000,1,128188
,,,,,,,,1,2892,38,1,5,0,1,110600
,,,,,,,,1,1979,41,1,1,150000,1,25010
,,,,,,,,1,1134,51,1,1,98000,1,124100
,,,,,,,,1,169,28,1,1,9999998,7,62607
,,,,,,,,1,2670,55,4,5,0,4,12000
,,,,,,,,1,2891,42,1,1,700000,4,140000
,,,,,,,,1,9332,46,1,1,500000,2,207415
,,,,,,,,1,574,45,4,5,0,4,23090
,,,,,,,,1,959,40,2,1,525000,4,114006
,,,,,,,,1,9148,70,1,1,302000,1,84680
,,,,,,,,1,7963,39,1,1,300000,1,103000
,,,,,,,,1,4448,59,1,5,0,1,62000
,,,,,,,,1,7682,75,4,5,0,1,0
,,,,,,,,1,9543,38,5,8,0,7,27463
,,,,,,,,1,3226,61,1,1,500000,7,171000
,,,,,,,,1,2995,36,1,5,0,7,84500
,,,,,,,,1,3324,31,1,5,0,1,83978
,,,,,,,,1,3110,68,1,5,0,4,37592
,,,,,,,,1,3370,20,2,5,0,4,7500
,,,,,,,,1,3118,37,1,1,465000,4,348075
,,,,,,,,1,3117,40,1,1,200000,4,350000
,,,,,,,,1,3305,42,2,5,0,1,61000
,,,,,,,,1,985,58,1,1,500000,4,137040
,,,,,,,,1,3720,40,2,1,1000000,4,100100
,,,,,,,,1,3863,37,1,1,400000,1,336100
,,,,,,,,1,2649,76,5,1,20767,1,3396
,,,,,,,,1,9080,29,2,5,0,4,70013
,,,,,,,,1,9481,24,2,8,0,4,22000
,,,,,,,,1,824,39,2,1,300000,1,133050
,,,,,,,,1,1015,52,5,1,150000,7,50560
,,,,,,,,1,1093,85,3,1,122000,2,7200
,,,,,,,,1,1264,32,2,8,0,2,15633
,,,,,,,,1,423,35,2,8,0,4,1001
,,,,,,,,1,4462,36,1,1,230000,9,98700
,,,,,,,,1,4351,81,1,1,100000,1,46648
,,,,,,,,1,3566,31,2,5,0,4,25000
,,,,,,,,1,2335,44,1,1,199000,1,161500
,,,,,,,,1,8822,47,1,1,440000,7,125400
,,,,,,,,1,1340,41,1,5,0,1,78100
,,,,,,,,1,3749,59,1,1,180000,7,18000
,,,,,,,,1,3788,35,1,5,0,1,48000
,,,,,,,,1,3533,31,5,5,0,1,13800
,,,,,,,,1,3694,29,1,5,0,7,100000
,,,,,,,,1,3700,25,2,5,0,7,42000
,,,,,,,,1,3645,23,2,5,0,7,52000
,,,,,,,,1,3634,36,1,5,0,1,55000
,,,,,,,,1,3713,29,4,5,0,1,25000
,,,,,,,,1,2155,77,3,5,0,7,3396
,,,,,,,,1,2565,53,1,5,0,1,46000
,,,,,,,,1,2144,45,1,1,290000,1,120100
,,,,,,,,1,7524,62,1,1,155000,1,12984
,,,,,,,,1,5067,33,2,5,0,1,36000
,,,,,,,,1,5065,28,4,5,0,7,26000
,,,,,,,,1,8367,68,1,5,0,1,18000
,,,,,,,,1,1151,72,1,5,0,7,24300
,,,,,,,,1,1217,41,3,5,0,1,9113
,,,,,,,,1,4155,54,1,1,200000,1,39000
,,,,,,,,1,4485,29,1,5,0,7,26000
,,,,,,,,1,3919,26,2,5,0,1,27000
,,,,,,,,1,4381,68,1,1,250000,1,105800
,,,,,,,,1,4224,51,1,1,675000,1,495100
,,,,,,,,1,4082,36,1,1,1000000,1,500100
,,,,,,,,1,648,72,1,1,350000,2,78090
,,,,,,,,1,304,32,1,1,220000,1,56375
,,,,,,,,1,1127,54,1,1,340000,7,63900
,,,,,,,,1,4479,65,1,5,0,7,54000
,,,,,,,,1,4159,45,1,5,0,1,215900
,,,,,,,,1,9377,78,4,5,0,7,8400
,,,,,,,,1,9389,74,4,5,0,4,0
,,,,,,,,1,3366,55,2,5,0,7,39300
,,,,,,,,1,3281,51,1,5,0,7,36808
,,,,,,,,1,1119,47,1,1,110000,1,57000
,,,,,,,,1,259,60,2,1,200000,4,91650
,,,,,,,,1,3637,54,1,8,0,1,43000
,,,,,,,,1,9059,57,1,1,385000,1,58700
,,,,,,,,1,4844,25,2,5,0,7,53500
,,,,,,,,1,4384,69,1,5,0,7,51200
,,,,,,,,1,8289,52,4,5,0,1,28500
,,,,,,,,1,4377,60,4,1,350000,1,42300
,,,,,,,,1,3978,41,5,5,0,1,51824
,,,,,,,,1,4328,40,1,1,340000,1,66000
,,,,,,,,1,4445,43,1,5,0,1,41900
,,,,,,,,1,4388,30,2,5,0,2,94752
,,,,,,,,1,2377,58,1,5,0,1,45100
,,,,,,,,1,3401,53,1,1,70000,7,114820
,,,,,,,,1,672,50,4,5,0,1,51000
,,,,,,,,1,295,47,4,5,0,1,36000
,,,,,,,,1,3680,62,1,1,9999998,7,55540
,,,,,,,,1,3685,35,2,5,0,1,50500
,,,,,,,,1,3711,42,1,5,0,1,75000
,,,,,,,,1,2835,59,3,5,0,7,38000
,,,,,,,,1,237,62,1,1,420000,1,23250
,,,,,,,,1,9088,58,1,1,190000,7,21800
,,,,,,,,1,7826,37,1,5,0,7,18000
,,,,,,,,1,8342,67,5,1,500000,7,14450
,,,,,,,,1,9507,58,1,1,250000,4,97299
,,,,,,,,1,9035,24,2,5,0,1,71506
,,,,,,,,1,3536,36,4,1,158000,1,47000
,,,,,,,,1,3526,35,2,1,220000,7,35113
,,,,,,,,1,3810,31,4,5,0,7,50000
,,,,,,,,1,3698,41,1,1,150000,7,57757
,,,,,,,,1,9217,71,1,1,250000,1,55400
,,,,,,,,1,1344,38,1,1,250000,1,85430
,,,,,,,,1,3621,55,1,1,420000,1,74500
,,,,,,,,1,8769,70,1,1,220000,2,18000
,,,,,,,,1,9142,30,2,1,95000,2,40050
,,,,,,,,1,7806,27,1,5,0,7,49001
,,,,,,,,1,7367,64,1,5,0,7,9600
,,,,,,,,1,8284,60,4,1,500000,7,41020
,,,,,,,,1,5279,35,1,5,0,7,161000
,,,,,,,,1,7979,58,1,1,200000,1,64200
,,,,,,,,1,5475,29,1,1,210000,1,82000
,,,,,,,,1,7797,24,1,5,0,9,37744
,,,,,,,,1,6620,50,1,5,0,7,131000
,,,,,,,,1,8496,48,4,5,0,1,54000
,,,,,,,,1,9437,64,1,1,150000,1,60040
,,,,,,,,1,9569,37,2,5,0,1,75600
,,,,,,,,1,9048,32,2,5,0,1,39040
,,,,,,,,1,1265,75,1,1,90000,1,10700
,,,,,,,,1,2536,73,1,5,0,1,22044
,,,,,,,,1,4056,27,2,5,0,7,17000
,,,,,,,,1,4426,55,1,5,0,1,45000
,,,,,,,,1,8440,59,1,1,100000,7,35800
,,,,,,,,1,7161,37,1,5,0,7,72000
,,,,,,,,1,8646,25,2,5,0,7,26000
,,,,,,,,1,1353,56,5,1,140000,7,9689
,,,,,,,,1,439,28,2,1,160000,7,22050
,,,,,,,,1,528,26,2,5,0,7,21000
,,,,,,,,1,338,24,2,5,0,7,43700
,,,,,,,,1,1330,48,4,1,115000,1,73072
,,,,,,,,1,3845,65,1,5,0,4,123000
,,,,,,,,1,3763,46,1,5,0,4,87482
,,,,,,,,1,411,36,1,5,0,7,29000
,,,,,,,,1,1743,36,4,5,0,1,80103
,,,,,,,,1,2848,59,3,1,120000,1,45400
,,,,,,,,1,414,33,2,5,0,7,8690
,,,,,,,,1,634,35,1,5,0,1,60000
,,,,,,,,1,558,34,1,5,0,4,148000
,,,,,,,,1,406,41,1,1,370000,1,86760
,,,,,,,,1,572,40,1,1,280000,2,105100
,,,,,,,,1,587,28,1,1,280000,2,88238
,,,,,,,,1,327,38,1,1,190000,7,42000
,,,,,,,,1,470,60,1,1,450000,1,87006
,,,,,,,,1,679,31,2,5,0,4,94500
,,,,,,,,1,729,35,2,8,0,7,52000
,,,,,,,,1,789,31,1,1,160000,1,64200
,,,,,,,,1,820,30,1,5,0,1,156000
,,,,,,,,1,622,43,1,5,0,1,96730
,,,,,,,,1,472,37,1,1,180000,1,38000
,,,,,,,,1,2358,38,1,1,80000,1,29006
,,,,,,,,1,356,40,1,1,63000,7,58629
,,,,,,,,1,197,36,2,1,400,7,68050
,,,,,,,,1,4756,34,1,1,480000,1,211504
,,,,,,,,1,4711,26,1,5,0,9,65460
,,,,,,,,1,9612,49,5,5,0,9,25000
,,,,,,,,1,2619,30,1,1,140000,4,53914
,,,,,,,,1,1167,33,1,5,0,1,30000
,,,,,,,,1,362,51,1,5,0,1,141100
,,,,,,,,1,150,36,1,1,360000,1,108996
,,,,,,,,1,476,29,2,5,0,4,67005
,,,,,,,,1,1327,43,1,5,0,2,37000
,,,,,,,,1,409,65,1,1,380000,1,104010
,,,,,,,,1,1111,72,1,8,0,7,101800
,,,,,,,,1,3806,53,1,1,160000,1,49634
,,,,,,,,1,492,66,1,1,220000,2,43738
,,,,,,,,1,392,32,1,5,0,1,87050
,,,,,,,,1,891,46,1,1,460000,1,250216
,,,,,,,,1,912,47,1,1,210000,2,150507
,,,,,,,,1,177,51,1,1,80000,2,141000
,,,,,,,,1,963,34,1,1,170000,1,90002
,,,,,,,,1,2535,31,1,5,0,1,60000
,,,,,,,,1,1025,31,1,1,810000,1,175104
,,,,,,,,1,1193,54,1,1,1300000,1,283000
,,,,,,,,1,7206,46,4,5,0,1,39000
,,,,,,,,1,2279,37,1,1,165000,1,107086
,,,,,,,,1,2271,41,1,1,205000,1,130000
,,,,,,,,1,966,29,2,1,370000,4,107488
,,,,,,,,1,614,38,1,1,205000,4,98516
,,,,,,,,1,556,36,1,5,0,1,59002
,,,,,,,,1,1350,54,4,5,0,7,46000
,,,,,,,,1,2838,33,1,5,0,4,16000
,,,,,,,,1,410,46,2,1,150000,2,40900
,,,,,,,,1,2572,34,1,5,0,2,69000
,,,,,,,,1,2425,38,1,5,0,4,165020
,,,,,,,,1,2821,33,1,1,150000,1,134577
,,,,,,,,1,2657,42,1,1,230000,2,80100
,,,,,,,,1,1063,23,1,1,188500,1,114000
,,,,,,,,1,2255,39,1,5,0,2,38396
,,,,,,,,1,2520,46,1,1,250000,1,206050
,,,,,,,,1,2488,30,4,5,0,2,31000
,,,,,,,,1,2024,39,4,1,130000,1,49000
,,,,,,,,1,1236,46,5,5,0,2,38132
,,,,,,,,1,762,24,2,5,0,2,21150
,,,,,,,,1,2272,31,5,5,0,7,42000
,,,,,,,,1,1002,27,2,5,0,1,21000
,,,,,,,,1,1040,29,2,5,0,9,35618
,,,,,,,,1,728,42,1,1,340000,1,155823
,,,,,,,,1,1256,34,4,1,160000,1,55000
,,,,,,,,1,1026,38,1,1,320000,2,180300
,,,,,,,,1,9380,44,1,1,250000,4,276000
,,,,,,,,1,425,44,1,5,0,1,58000
,,,,,,,,1,2823,32,1,5,0,2,115050
,,,,,,,,1,899,41,2,1,575000,1,100400
,,,,,,,,1,3311,42,1,1,245000,1,124859
,,,,,,,,1,2507,39,1,1,290000,4,190100
,,,,,,,,1,1316,68,4,5,0,1,29000
,,,,,,,,1,79,61,1,5,0,2,71989
,,,,,,,,1,9141,42,5,5,0,7,30000
,,,,,,,,1,7139,35,5,5,0,3,11770
,,,,,,,,1,3373,30,1,5,0,1,43300
,,,,,,,,1,1258,24,2,5,0,2,57000
,,,,,,,,1,1289,37,2,5,0,1,26280
,,,,,,,,1,1013,35,2,1,225000,4,39520
,,,,,,,,1,2655,33,2,5,0,1,60000
,,,,,,,,1,2529,39,1,5,0,7,32000
,,,,,,,,1,1112,40,1,5,0,1,44400
,,,,,,,,1,7441,45,5,5,0,1,63000
,,,,,,,,1,9552,35,1,5,0,2,111268
,,,,,,,,1,1000,61,1,5,0,4,80000
,,,,,,,,1,2090,28,2,1,187000,7,68000
,,,,,,,,1,2489,64,1,1,620000,1,82000
,,,,,,,,1,767,33,2,5,0,1,35000
,,,,,,,,1,9383,67,1,5,0,2,35000
,,,,,,,,1,3398,61,1,5,0,1,24000
,,,,,,,,1,1198,42,1,5,0,1,42152
,,,,,,,,1,833,31,2,5,0,4,139972
,,,,,,,,1,2721,60,1,5,0,1,72437
,,,,,,,,1,1292,35,1,5,0,1,16800
,,,,,,,,1,2275,41,4,5,0,1,75005
,,,,,,,,1,2656,42,1,5,0,2,60000
,,,,,,,,1,2766,30,1,1,150000,4,60000
,,,,,,,,1,2378,34,1,1,130000,1,48800
,,,,,,,,1,3352,29,2,5,0,7,20000
,,,,,,,,1,2293,39,2,1,70000,1,20000
,,,,,,,,1,1313,33,2,5,0,7,129000
,,,,,,,,1,4470,40,1,1,35000,9,17096
,,,,,,,,1,3640,45,1,5,0,1,77800
,,,,,,,,1,3622,42,1,5,0,1,19100
,,,,,,,,1,2516,45,1,1,425000,4,212100
,,,,,,,,1,999,27,2,5,0,5,39000
,,,,,,,,1,1086,68,1,5,0,2,25018
,,,,,,,,1,1224,73,1,1,190000,1,17828
,,,,,,,,1,2810,40,2,5,0,9,19600
,,,,,,,,1,9242,74,1,5,0,1,57360
,,,,,,,,1,1347,43,5,5,0,1,57772
,,,,,,,,1,1247,55,2,5,0,9,24850
,,,,,,,,1,561,36,1,1,272000,2,127004
,,,,,,,,1,2637,39,2,5,0,2,107578
,,,,,,,,1,2524,36,2,5,0,2,52800
,,,,,,,,1,1164,34,4,5,0,1,174000
,,,,,,,,1,520,40,1,5,0,7,87000
,,,,,,,,1,1058,26,2,5,0,4,61000
,,,,,,,,1,1293,34,1,1,150000,7,46000
,,,,,,,,1,1162,63,5,5,0,1,40050
,,,,,,,,1,1140,66,1,1,140000,1,109000
,,,,,,,,1,8118,40,1,5,0,7,91176
,,,,,,,,1,8835,24,1,5,0,7,75819
,,,,,,,,1,2352,23,1,5,0,7,39000
,,,,,,,,1,3781,32,2,5,0,4,60000
,,,,,,,,1,9605,33,1,5,0,7,23600
,,,,,,,,1,2852,47,1,1,350000,1,79400
,,,,,,,,1,2588,46,5,1,10000,7,51800
,,,,,,,,1,136,44,1,1,400000,1,250100
,,,,,,,,1,216,34,1,1,200000,4,194500
,,,,,,,,1,2479,34,1,1,140000,7,100000
,,,,,,,,1,2728,28,2,5,0,2,35000
,,,,,,,,1,2598,44,1,5,0,7,68000
,,,,,,,,1,1243,33,1,5,0,7,89050
,,,,,,,,1,2504,28,1,5,0,1,37392
,,,,,,,,1,1272,44,1,5,0,7,59200
,,,,,,,,1,3323,42,1,5,0,4,48000
,,,,,,,,1,2280,59,2,5,0,7,12000
,,,,,,,,1,2769,37,2,5,0,2,42000
,,,,,,,,1,2772,63,5,1,110000,2,27577
,,,,,,,,1,9214,34,1,5,0,1,64000
,,,,,,,,1,2284,38,4,5,0,1,12480
,,,,,,,,1,2630,29,2,5,0,2,24393
,,,,,,,,1,1166,38,5,1,220000,1,26900
,,,,,,,,1,1154,46,2,1,135000,7,43000
,,,,,,,,1,3872,44,1,5,0,7,70496
,,,,,,,,1,2859,39,1,1,9999998,7,95950
,,,,,,,,1,2251,40,1,5,0,1,43000
,,,,,,,,1,2302,36,2,5,0,7,44000
,,,,,,,,1,2502,55,1,5,0,7,35800
,,,,,,,,1,2658,28,2,5,0,1,27000
,,,,,,,,1,826,40,1,5,0,2,57000
,,,,,,,,1,1276,72,1,1,9999999,1,99089
,,,,,,,,1,2756,34,1,5,0,7,124000
,,,,,,,,1,2839,48,1,5,0,7,57600
,,,,,,,,1,997,70,5,1,67000,2,21000
,,,,,,,,1,2344,21,2,5,0,1,1666
,,,,,,,,1,2390,46,1,5,0,1,48450
,,,,,,,,1,1259,37,4,5,0,1,59600
,,,,,,,,1,94,40,1,5,0,1,67400
,,,,,,,,1,3849,36,2,5,0,2,40640
,,,,,,,,1,2380,66,1,5,0,1,45600
,,,,,,,,1,1341,34,2,5,0,2,10120
,,,,,,,,1,2732,21,2,5,0,2,7100
,,,,,,,,1,4312,32,1,5,0,1,98515
,,,,,,,,1,2145,44,1,5,0,7,34800
,,,,,,,,1,2386,47,1,5,0,7,24920
,,,,,,,,1,1339,41,5,1,40000,1,61122
,,,,,,,,1,224,39,1,5,0,1,15000
,,,,,,,,1,2846,43,1,1,330000,1,113000
,,,,,,,,1,9609,45,1,5,0,7,46000
,,,,,,,,1,6069,24,2,5,0,4,120000
,,,,,,,,1,2347,38,1,1,50000,7,27000
,,,,,,,,1,3251,31,2,1,157000,1,140800
,,,,,,,,1,3351,24,1,1,177000,1,67845
,,,,,,,,1,7153,44,2,1,200000,7,112203
,,,,,,,,1,9456,64,1,5,0,2,20975
,,,,,,,,1,4960,31,1,1,290000,1,77000
,,,,,,,,1,9439,53,1,1,180000,7,67500
,,,,,,,,1,1308,79,5,8,0,7,8400
,,,,,,,,1,1345,31,2,5,0,2,9600
,,,,,,,,1,9492,44,5,5,0,1,26406
,,,,,,,,1,8139,50,5,5,0,1,28000
,,,,,,,,1,9269,36,1,5,0,1,28000
,,,,,,,,1,8981,45,1,5,0,7,65500
,,,,,,,,1,1254,48,1,1,500000,4,228798
,,,,,,,,1,3271,36,1,1,180000,1,117000
,,,,,,,,1,3335,31,2,5,0,1,4300
,,,,,,,,1,2725,41,2,5,0,1,23500
,,,,,,,,1,2792,31,1,5,0,9,20475
,,,,,,,,1,2566,46,1,1,120000,9,100000
,,,,,,,,1,2788,68,1,1,120000,1,41248
,,,,,,,,1,2318,36,2,5,0,7,104500
,,,,,,,,1,2771,40,2,5,0,7,43745
,,,,,,,,1,663,65,4,5,0,2,14628
,,,,,,,,1,2614,41,2,5,0,7,59700
,,,,,,,,1,841,45,1,5,0,1,107060
,,,,,,,,1,1334,36,1,1,350000,1,52860
,,,,,,,,1,2746,59,1,5,0,7,23600
,,,,,,,,1,3841,46,1,1,450000,4,210000
,,,,,,,,1,244,62,1,5,0,1,60010
,,,,,,,,1,2836,33,2,1,250000,7,73538
,,,,,,,,1,1315,72,1,5,0,7,240
,,,,,,,,1,1108,33,1,1,100000,1,40000
,,,,,,,,1,792,34,1,5,0,4,59200
,,,,,,,,1,1333,34,2,5,0,1,27000
,,,,,,,,1,662,58,1,1,360000,2,12500
,,,,,,,,1,7695,56,1,1,225000,7,69000
,,,,,,,,1,2256,71,4,1,250000,1,8856
,,,,,,,,1,3856,75,1,5,0,2,27200
,,,,,,,,1,1318,44,1,5,0,7,41600
,,,,,,,,1,942,33,1,5,0,1,80000
,,,,,,,,1,9426,39,1,5,0,1,49000
,,,,,,,,1,969,66,1,1,225000,4,76488
,,,,,,,,1,9007,37,4,5,0,7,62650
,,,,,,,,1,349,59,1,1,400000,4,35000
,,,,,,,,1,205,38,1,5,0,2,115800
,,,,,,,,1,1488,29,1,5,0,1,66000
,,,,,,,,1,2834,48,2,5,0,1,1000
,,,,,,,,1,1219,68,1,1,400000,1,16000
,,,,,,,,1,734,22,2,5,0,4,50000
,,,,,,,,1,248,36,4,1,90000,1,110620
,,,,,,,,1,8420,27,1,5,0,1,120000
,,,,,,,,1,1266,28,2,1,110000,1,44000
,,,,,,,,1,2647,65,1,1,140000,1,38245
,,,,,,,,1,2709,65,1,5,0,1,80700
,,,,,,,,1,2382,32,1,1,336213,4,80200
,,,,,,,,1,403,33,1,1,90000,2,95100
,,,,,,,,1,1139,41,4,5,0,1,135020
,,,,,,,,1,2258,40,4,1,230000,7,81000
,,,,,,,,1,1279,34,1,1,210000,7,81600
,,,,,,,,1,2563,56,1,1,80000,7,30420
,,,,,,,,1,2889,36,5,5,0,1,32840
,,,,,,,,1,3419,46,1,5,0,1,157000
,,,,,,,,1,3403,46,1,1,350000,1,140000
,,,,,,,,1,2629,33,1,5,0,1,25000
,,,,,,,,1,9063,63,3,1,250000,1,23582
,,,,,,,,1,2416,53,1,1,280000,1,122000
,,,,,,,,1,266,58,1,1,9999998,2,59000
,,,,,,,,1,2860,43,1,1,525000,1,153890
,,,,,,,,1,1173,27,2,5,0,7,18200
,,,,,,,,1,2794,34,1,5,0,7,99000
,,,,,,,,1,8187,38,1,1,185000,1,72800
,,,,,,,,1,9606,54,4,5,0,9,21000
,,,,,,,,1,3823,42,5,1,210000,1,45000
,,,,,,,,1,1225,35,1,1,240000,1,112424
,,,,,,,,1,2581,34,4,5,0,1,70000
,,,,,,,,1,2181,35,4,1,250000,1,83600
,,,,,,,,1,2855,70,1,1,350000,7,62000
,,,,,,,,1,2785,37,2,5,0,1,46800
,,,,,,,,1,1283,52,1,5,0,7,62000
,,,,,,,,1,405,40,1,5,0,1,30200
,,,,,,,,1,7535,40,2,5,0,1,29000
,,,,,,,,1,3328,32,2,5,0,7,6000
,,,,,,,,1,2573,41,4,5,0,7,59400
,,,,,,,,1,9549,31,2,5,0,1,47000
,,,,,,,,1,2806,55,5,5,0,7,42000
,,,,,,,,1,8800,39,4,8,0,1,75000
,,,,,,,,1,473,47,4,1,135000,7,38840
,,,,,,,,1,823,25,2,5,0,2,67200
,,,,,,,,1,518,39,1,1,215000,1,139100
,,,,,,,,1,2469,33,4,1,10000,7,24400
,,,,,,,,1,2521,30,1,5,0,7,118000
,,,,,,,,1,3848,38,5,5,0,7,27000
,,,,,,,,1,2554,63,1,5,0,7,39000
,,,,,,,,1,3312,37,1,5,0,7,30400
,,,,,,,,1,1130,62,1,1,650000,1,201000
,,,,,,,,1,484,44,1,1,30000,4,82000
,,,,,,,,1,1069,38,2,5,0,2,34000
,,,,,,,,1,8380,38,2,5,0,2,26600
,,,,,,,,1,1136,33,1,1,500000,1,283500
,,,,,,,,1,2319,37,1,1,80000,7,18000
,,,,,,,,1,2453,59,1,5,0,2,116504
,,,,,,,,1,2433,64,1,5,0,7,6576
,,,,,,,,1,1326,50,1,5,0,2,56357
,,,,,,,,1,1245,32,1,5,0,1,134100
,,,,,,,,1,2570,36,1,1,350000,2,142700
,,,,,,,,1,2547,41,1,1,190000,1,44000
,,,,,,,,1,2582,50,1,1,200000,2,77300
,,,,,,,,1,2454,59,1,5,0,7,52932
,,,,,,,,1,2633,53,5,5,0,7,21000
,,,,,,,,1,2431,33,2,5,0,2,15711
,,,,,,,,1,4401,26,2,5,0,4,23300
,,,,,,,,1,2774,37,5,5,0,7,20016
,,,,,,,,1,2708,43,1,5,0,7,65000
,,,,,,,,1,2366,46,4,5,0,1,123990
,,,,,,,,1,3386,47,1,5,0,7,61000
,,,,,,,,1,4474,40,1,5,0,7,27000
,,,,,,,,1,2845,50,1,1,375000,4,131000
,,,,,,,,1,9108,40,2,5,0,4,32400
,,,,,,,,1,2645,38,1,1,147000,7,37440
,,,,,,,,1,9349,46,1,1,200000,4,86680
,,,,,,,,1,2662,50,1,5,0,7,50000
,,,,,,,,1,8045,43,2,5,0,1,23400
,,,,,,,,1,2896,60,1,1,230000,1,178100
,,,,,,,,1,3826,41,1,1,125000,1,58100
,,,,,,,,1,3762,54,1,1,130000,1,67750
,,,,,,,,1,2602,37,1,5,0,7,43500
,,,,,,,,1,2228,51,4,5,0,9,15000
,,,,,,,,1,225,47,1,5,0,2,80600
,,,,,,,,1,2722,64,1,1,50000,7,27548
,,,,,,,,1,106,32,2,5,0,2,36800
,,,,,,,,1,2671,50,4,5,0,7,19200
,,,,,,,,1,2734,37,1,5,0,1,60000
,,,,,,,,1,2716,63,1,1,12000,7,26000
,,,,,,,,1,4369,35,1,5,0,2,55700
,,,,,,,,1,4402,29,5,5,0,3,50000
,,,,,,,,1,2253,29,2,5,0,1,29640
,,,,,,,,1,367,39,1,5,0,2,76000
,,,,,,,,1,1263,43,1,5,0,2,40369
,,,,,,,,1,8112,28,1,5,0,7,50000
,,,,,,,,1,8197,50,1,1,145000,1,110000
,,,,,,,,1,9245,53,1,5,0,7,17000
,,,,,,,,1,2795,65,1,5,0,1,21572
,,,,,,,,1,3358,36,1,5,0,1,33216
,,,,,,,,1,3272,46,1,5,0,7,26000
,,,,,,,,1,3399,47,1,5,0,7,59000
,,,,,,,,1,2737,45,1,1,480000,1,194200
,,,,,,,,1,8514,40,2,5,0,7,25200
,,,,,,,,1,8725,23,2,5,0,7,0
,,,,,,,,1,2837,47,1,5,0,1,26000
,,,,,,,,1,3439,39,2,5,0,7,50000
,,,,,,,,1,2768,34,2,1,9999998,1,100000
,,,,,,,,1,589,64,1,5,0,4,78100
,,,,,,,,1,9036,39,2,5,0,7,32950
,,,,,,,,1,2362,43,1,1,400300,4,185002
,,,,,,,,1,2101,40,2,5,0,1,16480
,,,,,,,,1,2480,24,2,5,0,7,43960
,,,,,,,,1,2808,32,2,5,0,2,8206
,,,,,,,,1,827,30,1,5,0,9,24000
,,,,,,,,1,1238,43,1,1,230000,1,192700
,,,,,,,,1,9183,47,4,5,0,7,113690
,,,,,,,,1,1092,42,2,1,110000,1,43000
,,,,,,,,1,3353,44,1,1,250000,4,90000
,,,,,,,,1,65,38,2,1,350000,1,200020
